album,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
Death Magnetic,09VNOLsjKwQasQXhsS8sRA,The Judas Kiss,spotify:track:09VNOLsjKwQasQXhsS8sRA,0.0008060000000000001,0.32299999999999995,0.96,0.0177,0.039,-2.7119999999999997,0.0816,179.34099999999995,0.503,44.0,Metallica
13 Reasons Why (Season 3),31ZL1A0ae5NGZlA7eki1Z1,Ordinary World (feat. White Sea),spotify:track:31ZL1A0ae5NGZlA7eki1Z1,0.128,0.29600000000000004,0.5920000000000001,0.0,0.355,-7.3679999999999986,0.0534,159.536,0.308,37.0,5 Seconds of Summer
She Looks So Perfect (B-Sides),0Z2uyUh4d2iqt8wFxyYlz0,The Only Reason,spotify:track:0Z2uyUh4d2iqt8wFxyYlz0,8.19e-06,0.35,0.812,0.000312,0.5579999999999999,-6.319,0.0464,167.08700000000005,0.299,50.0,5 Seconds of Summer
Back from the Edge,5A8xjqmSBHX8IUzRmY4v1r,Let Me Love the Lonely (feat. MaRina) - Duet Version,spotify:track:5A8xjqmSBHX8IUzRmY4v1r,0.688,0.304,0.426,0.0,0.22,-7.442,0.0529,179.389,0.11800000000000001,21.0,James Arthur
Get Weird (Expanded Edition),1On1DUvbIrVMnIPFrizTrg,Clued Up,spotify:track:1On1DUvbIrVMnIPFrizTrg,0.741,0.584,0.512,0.0,0.271,-6.7479999999999976,0.0359,163.986,0.905,43.0,Little Mix
1 of 1,2ct9MlcNGAnhH4VCV1A0WA,Dios Te Guarde,spotify:track:2ct9MlcNGAnhH4VCV1A0WA,0.114,0.6579999999999999,0.603,0.0,0.47600000000000003,-5.041,0.11599999999999999,179.92700000000005,0.6940000000000001,48.0,Sech
Rich Music Sessions (Acústico En Vivo),0VDvSDARyeJH7QIdsHNqur,Otro Trago - Acústico En Vivo,spotify:track:0VDvSDARyeJH7QIdsHNqur,0.7140000000000001,0.4,0.598,0.0,0.6890000000000001,-7.439,0.0586,165.26,0.45299999999999996,42.0,Sech
Dying to Live,6JXFDTCAIe5FfiiQYeMgh3,Malcolm X.X.X.,spotify:track:6JXFDTCAIe5FfiiQYeMgh3,0.46,0.47,0.721,0.0,0.648,-5.864,0.39899999999999997,169.572,0.348,46.0,Kodak Black
Best Day Ever (5th Anniversary Remastered Edition),56XhZKFVFeylLeAELp6pdE,Best Day Ever,spotify:track:56XhZKFVFeylLeAELp6pdE,0.0401,0.223,0.5720000000000001,0.0,0.21600000000000005,-4.5310000000000015,0.0461,175.028,0.0681,64.0,Mac Miller
Live From Space,3SI9uxzQCSEfj7V1Qvf7nU,Objects in the Mirror - Live,spotify:track:3SI9uxzQCSEfj7V1Qvf7nU,0.247,0.39399999999999996,0.6409999999999999,3.88e-06,0.6559999999999999,-7.645,0.373,165.12,0.193,43.0,Mac Miller
Watching Movies with the Sound Off (Deluxe Edition),2IvRTipyjerdv79tW9NVRx,Gees,spotify:track:2IvRTipyjerdv79tW9NVRx,0.153,0.622,0.6609999999999999,0.0,0.634,-5.04,0.34600000000000003,188.25099999999998,0.596,57.0,Mac Miller
Watching Movies with the Sound Off,7EkAw7eOzsmjTzLfODP6wM,Gees (feat. Schoolboy Q),spotify:track:7EkAw7eOzsmjTzLfODP6wM,0.141,0.629,0.639,0.0,0.517,-5.04,0.34600000000000003,188.27700000000002,0.636,34.0,Mac Miller
Ballbreaker,56OSb0BpuPI9tp4tDvhC8i,Cover You in Oil,spotify:track:56OSb0BpuPI9tp4tDvhC8i,0.008620000000000001,0.387,0.74,0.000113,0.345,-5.822,0.0476,197.83900000000003,0.816,41.0,AC/DC
Flick of the Switch,1P0SDqCttZZnmSU7YtPxQY,Rising Power,spotify:track:1P0SDqCttZZnmSU7YtPxQY,0.00506,0.33,0.871,0.0076700000000000015,0.18600000000000005,-4.255,0.0419,186.31599999999997,0.794,39.0,AC/DC
Flick of the Switch,5h8XlKa4TvIhOcJXsPvDX7,Deep in the Hole,spotify:track:5h8XlKa4TvIhOcJXsPvDX7,0.0010400000000000001,0.297,0.784,0.0947,0.457,-4.559,0.038,175.253,0.767,34.0,AC/DC
Highway to Hell,7w04gIWA7mIbqR03Ghyrkl,Night Prowler,spotify:track:7w04gIWA7mIbqR03Ghyrkl,0.024,0.251,0.73,0.0137,0.18100000000000002,-5.002,0.0615,197.304,0.48200000000000004,51.0,AC/DC
Powerage,0DZwrC4QQOYqpcxCeZzwDg,Riff Raff,spotify:track:0DZwrC4QQOYqpcxCeZzwDg,0.00032,0.179,0.978,0.85,0.264,-3.787,0.0945,185.188,0.251,49.0,AC/DC
TESTING,0qp8MuZNKelOGTK2HPlXBA,Kids Turned Out Fine,spotify:track:0qp8MuZNKelOGTK2HPlXBA,0.275,0.302,0.669,3.5799999999999996e-05,0.369,-9.404,0.23800000000000002,164.8,0.127,63.0,A$AP Rocky
Man of the Woods,4KTU5aa5s547f1JF5DImhF,Man of the Woods,spotify:track:4KTU5aa5s547f1JF5DImhF,0.315,0.624,0.452,1.0199999999999999e-05,0.311,-8.206,0.0681,199.775,0.7240000000000001,53.0,Justin Timberlake
Man of the Woods,7uyUXNyOEJUkYV3LbcHeow,Livin' Off the Land,spotify:track:7uyUXNyOEJUkYV3LbcHeow,0.0349,0.475,0.574,0.00492,0.235,-8.465,0.076,199.834,0.75,44.0,Justin Timberlake
New Eyes (Special Edition),3WEbtu1gTyWA9fkhxCFn1r,Up Again (feat. BBC Philharmonic Orchestra & Rae Morris),spotify:track:3WEbtu1gTyWA9fkhxCFn1r,0.185,0.46399999999999997,0.546,0.0,0.7170000000000001,-8.459,0.102,171.90599999999995,0.42100000000000004,0.0,Clean Bandit
Father Of Asahd,3ErERvCgbRm3KCEc58w5za,Won't Take My Soul (feat. Nas & CeeLo Green),spotify:track:3ErERvCgbRm3KCEc58w5za,0.47600000000000003,0.25,0.917,0.0,0.27399999999999997,-2.938,0.28800000000000003,174.39700000000005,0.41700000000000004,42.0,DJ Khaled
I Changed A Lot (Deluxe),5X6iHBGNDW1poRfrjH6GEr,"I Ride (feat. Boosie Badazz, Future, Rick Ross & Jeezy)",spotify:track:5X6iHBGNDW1poRfrjH6GEr,0.0639,0.391,0.8490000000000001,0.0,0.529,-3.775,0.28800000000000003,185.977,0.67,29.0,DJ Khaled
Marley (The Original Soundtrack),7owGhk3BQfmAahI3Mioi9H,War - Live At The Rainbow,spotify:track:7owGhk3BQfmAahI3Mioi9H,0.35200000000000004,0.425,0.8270000000000001,3.2500000000000004e-05,0.486,-6.675,0.192,178.426,0.573,28.0,Bob Marley & The Wailers
The Wailing Wailers at Studio One,5hNJ0kxh5riRFgjOTl9CXd,Sinner Man,spotify:track:5hNJ0kxh5riRFgjOTl9CXd,0.8,0.4920000000000001,0.441,0.00010400000000000001,0.157,-13.509,0.0972,206.86700000000002,0.8390000000000001,11.0,Bob Marley & The Wailers
Insomniac (25th Anniversary Deluxe Edition),3GPZO6tvref4tWCVu15Do2,Brat,spotify:track:3GPZO6tvref4tWCVu15Do2,0.000272,0.32,0.987,0.0,0.0277,-3.759,0.0521,178.71200000000005,0.9670000000000001,43.0,Green Day
Insomniac (25th Anniversary Deluxe Edition),7qNqMpwW8MOk91pyeXFhKl,Westbound Sign,spotify:track:7qNqMpwW8MOk91pyeXFhKl,1.9399999999999997e-05,0.182,0.996,0.00213,0.209,-3.6,0.0758,185.572,0.371,40.0,Green Day
Insomniac (25th Anniversary Deluxe Edition),65RUu8wynUJvifF1nq8YuK,Walking Contradiction - Live in Prague,spotify:track:65RUu8wynUJvifF1nq8YuK,0.0009019999999999999,0.248,0.97,0.00512,0.374,-10.759,0.0915,166.713,0.618,36.0,Green Day
Father of All...,62EiqO4OVS0v4H6Y3DtQ3e,Sugar Youth,spotify:track:62EiqO4OVS0v4H6Y3DtQ3e,5.25e-06,0.366,0.9470000000000001,0.0359,0.337,-5.747000000000001,0.0599,177.98,0.95,46.0,Green Day
Demolicious,2msKk0WhzOI93Hd1iFlnWv,"Sex, Drugs & Violence - Demo",spotify:track:2msKk0WhzOI93Hd1iFlnWv,2.46e-05,0.26,0.9790000000000001,0.00217,0.278,-4.535,0.26899999999999996,178.104,0.5660000000000001,31.0,Green Day
Demolicious,37DwzYrEi2Ev742lfho5fZ,Missing You - Demo,spotify:track:37DwzYrEi2Ev742lfho5fZ,9.329999999999999e-05,0.25,0.951,0.00128,0.297,-4.62,0.228,171.82,0.36,30.0,Green Day
¡DOS!,6z7FzhveD84iwjZeEwnKoZ,Makeout Party,spotify:track:6z7FzhveD84iwjZeEwnKoZ,0.00037799999999999997,0.297,0.953,1.73e-05,0.204,-3.1639999999999997,0.0952,193.236,0.532,35.0,Green Day
21st Century Breakdown,7i07Fh97z974E9wqK7iWES,Another State of Mind,spotify:track:7i07Fh97z974E9wqK7iWES,1.7800000000000002e-05,0.204,0.9490000000000001,1.15e-05,0.21,-3.679,0.0409,177.518,0.634,22.0,Green Day
21st Century Breakdown,0buUlnWLraOX28CQLuR1dE,Christian's Inferno,spotify:track:0buUlnWLraOX28CQLuR1dE,6.53e-05,0.35600000000000004,0.988,0.0017100000000000001,0.37799999999999995,-3.77,0.0711,179.977,0.562,43.0,Green Day
21st Century Breakdown,64yrDBpcdwEdNY9loyEGbX,21 Guns,spotify:track:64yrDBpcdwEdNY9loyEGbX,0.0518,0.268,0.742,0.0,0.626,-4.939,0.0355,159.779,0.41600000000000004,76.0,Green Day
Last Night on Earth (Live in Tokyo),3IUJgy8MiWqHtl9UsEE4YB,"21 Guns - Live at Akasaka Blitz, Tokyo, Japan, 5/28/09",spotify:track:3IUJgy8MiWqHtl9UsEE4YB,0.024,0.273,0.733,0.000134,0.267,-5.226,0.0411,167.895,0.445,24.0,Green Day
Last Night on Earth (Live in Tokyo),6xjS7Q6DQYjF5GqU7UO6v3,"Basket Case - Live at Akasaka Blitz, Tokyo, Japan, 5/28/09",spotify:track:6xjS7Q6DQYjF5GqU7UO6v3,0.0008849999999999998,0.133,0.991,0.000492,0.301,-3.1319999999999997,0.204,186.21099999999998,0.192,27.0,Green Day
American Idiot,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,2.64e-05,0.38,0.988,7.859999999999999e-05,0.368,-2.042,0.0639,186.113,0.769,79.0,Green Day
VIDA,0oBLtIumLel0ODRz09MIbV,Le Pido Al Cielo,spotify:track:0oBLtIumLel0ODRz09MIbV,0.258,0.37799999999999995,0.5479999999999999,0.0,0.27899999999999997,-6.358,0.0521,165.697,0.358,48.0,Luis Fonsi
8,6bC0WKw0VHE2v9d8RepHKu,Cansada,spotify:track:6bC0WKw0VHE2v9d8RepHKu,0.419,0.431,0.491,0.0,0.248,-8.519,0.0471,205.28900000000002,0.514,35.0,Luis Fonsi
Muve Sessions: 8,72ouvAq58IAko13a48J32w,Aprendí - Comentario,spotify:track:72ouvAq58IAko13a48J32w,0.98,0.604,0.109,0.0,0.155,-21.018,0.9259999999999999,195.465,0.907,0.0,Luis Fonsi
Palabras Del Silencio,7jNMCc3MEaobzS7puxNZMV,No Me Doy Por Vencido - Version Ranchera,spotify:track:7jNMCc3MEaobzS7puxNZMV,0.831,0.35100000000000003,0.479,0.0,0.165,-6.152,0.0336,171.65099999999995,0.563,31.0,Luis Fonsi
Palabras Del Silencio (Edición Aniversario - Un Año Despues),4lerOTNr2tFWJCAmmhymhi,No Me Doy Por Vencido,spotify:track:4lerOTNr2tFWJCAmmhymhi,0.44299999999999995,0.31,0.6629999999999999,0.0,0.609,-6.075,0.10099999999999999,172.768,0.40700000000000003,68.0,Luis Fonsi
Tickets To My Downfall,4kDgnKgZTX6puRz9EoNjle,title track,spotify:track:4kDgnKgZTX6puRz9EoNjle,0.00107,0.268,0.8290000000000001,0.0,0.157,-5.17,0.10099999999999999,199.886,0.35100000000000003,68.0,blackbear
Delicate Sound of Thunder (2019 Remix) [Live],5fr49eWJNg3D4W2EGokJ1w,Learning to Fly - 2019 remix [Live],spotify:track:5fr49eWJNg3D4W2EGokJ1w,0.0465,0.313,0.6509999999999999,0.0148,0.7759999999999999,-11.743,0.0481,169.893,0.527,37.0,Pink Floyd
Delicate Sound of Thunder (2019 Remix) [Live],3Pk98AWOdYWPSiBTBGGhYP,Round and Around - 2019 remix [Live],spotify:track:3Pk98AWOdYWPSiBTBGGhYP,0.0706,0.23800000000000002,0.45799999999999996,0.518,0.9490000000000001,-17.695999999999994,0.0526,159.781,0.9640000000000001,33.0,Pink Floyd
Delicate Sound of Thunder (2019 Remix) [Live],1D5VIROEBswjs9CQaHpO98,A New Machine Part 1 - 2019 remix [Live],spotify:track:1D5VIROEBswjs9CQaHpO98,0.765,0.14300000000000002,0.35200000000000004,0.0058,0.718,-18.094,0.0447,175.952,0.373,35.0,Pink Floyd
Delicate Sound of Thunder (2019 Remix) [Live],3X2mK3INj5hgLf6e5u5VFD,Terminal Frost - 2019 remix [Live],spotify:track:3X2mK3INj5hgLf6e5u5VFD,0.00425,0.34700000000000003,0.48,0.00267,0.685,-12.786,0.0287,174.21599999999995,0.22699999999999998,34.0,Pink Floyd
Delicate Sound Of Thunder (2019 Remix; Live),1RMCAjN8Mw7lC9zrk3mPpF,"Round And Round - 2019 Remix, Live",spotify:track:1RMCAjN8Mw7lC9zrk3mPpF,0.10099999999999999,0.258,0.47700000000000004,0.642,0.94,-18.088,0.0529,159.69799999999995,0.888,33.0,Pink Floyd
Delicate Sound Of Thunder (2019 Remix; Live),2L2NlwqJUBohMevNGPy5em,"Terminal Frost - 2019 Remix, Live",spotify:track:2L2NlwqJUBohMevNGPy5em,0.00346,0.341,0.484,0.00321,0.632,-12.793,0.0288,173.94099999999997,0.221,33.0,Pink Floyd
The Later Years,3YinQB9Y8HXwymZobzgeOX,David's Blues - 1994 Recording,spotify:track:3YinQB9Y8HXwymZobzgeOX,0.21899999999999997,0.363,0.282,0.221,0.19399999999999998,-14.578,0.0404,191.528,0.223,23.0,Pink Floyd
Pulse,7w0G5xjwPnUT8ykzXrPOBn,Learning To Fly - Live,spotify:track:7w0G5xjwPnUT8ykzXrPOBn,0.0878,0.478,0.669,0.000865,0.851,-12.385,0.0393,170.12099999999995,0.514,42.0,Pink Floyd
Pulse,261Hk2AjgQvjIEHhVNeeU2,A Great Day For Freedom - Live,spotify:track:261Hk2AjgQvjIEHhVNeeU2,0.423,0.177,0.35200000000000004,0.00032900000000000003,0.9179999999999999,-14.217,0.0321,168.248,0.17600000000000002,39.0,Pink Floyd
Pulse (Live),60uvkaYFgUaw862cvTgGM5,Learning to Fly - Live,spotify:track:60uvkaYFgUaw862cvTgGM5,0.0878,0.478,0.669,0.000865,0.851,-12.385,0.0393,170.12099999999995,0.514,46.0,Pink Floyd
Pulse (Live),48X9GrhPwuXx20nlRwrIG2,A Great Day for Freedom - Live,spotify:track:48X9GrhPwuXx20nlRwrIG2,0.423,0.177,0.35200000000000004,0.00032900000000000003,0.9179999999999999,-14.217,0.0321,168.248,0.17600000000000002,42.0,Pink Floyd
Pulse (Live),3HoCEzyAr57HwuUS4X0Vtc,Eclipse - Live,spotify:track:3HoCEzyAr57HwuUS4X0Vtc,0.114,0.122,0.725,5.63e-06,0.8859999999999999,-13.697000000000001,0.218,171.382,0.19899999999999998,40.0,Pink Floyd
The Final Cut (2011 Remastered Version),0brCwVt3kQES8K9qpJorQo,The Fletcher Memorial Home - 2011 Remaster,spotify:track:0brCwVt3kQES8K9qpJorQo,0.64,0.248,0.3,0.000508,0.231,-10.69,0.0389,173.36599999999999,0.0511,40.0,Pink Floyd
4:44,1gT5TGwbkkkUliNzHRIGi1,4:44,spotify:track:1gT5TGwbkkkUliNzHRIGi1,0.139,0.261,0.852,4.26e-05,0.47700000000000004,-4.965,0.158,177.997,0.431,64.0,JAY-Z
The Blueprint 3,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,spotify:track:2igwFfvr1OAGX9SKDCPBwO,0.0295,0.491,0.956,0.0,0.46,-1.538,0.392,173.585,0.8109999999999999,80.0,JAY-Z
To Be Loved,4vIggiJQUQVu4lzSxVUbrF,These Foolish Things (Remind Me of You),spotify:track:4vIggiJQUQVu4lzSxVUbrF,0.9309999999999999,0.312,0.133,0.0016699999999999998,0.308,-17.037,0.0394,171.44299999999996,0.19899999999999998,16.0,Michael BublÃ©️
Call Me Irresponsible,7wgYqjzA3qJLpyz89IlVPA,That's Life,spotify:track:7wgYqjzA3qJLpyz89IlVPA,0.491,0.402,0.605,0.0,0.33,-7.2570000000000014,0.0724,209.648,0.59,41.0,Michael BublÃ©️
Bridges To Bremen (Live),6Qmbp7e6DgWUvzpcbXAsFf,Memory Motel - Live,spotify:track:6Qmbp7e6DgWUvzpcbXAsFf,0.522,0.301,0.732,1.06e-06,0.685,-6.6270000000000024,0.0654,172.76,0.38299999999999995,25.0,The Rolling Stones
First Hits,3NE33QAeEWy5k6r2R9eRPN,It''s All over Now,spotify:track:3NE33QAeEWy5k6r2R9eRPN,0.0222,0.396,0.6859999999999999,7.48e-06,0.332,-10.749,0.0364,198.13,0.769,12.0,The Rolling Stones
On Air (Deluxe),3DOHaAnbepGzj86MePrU6Z,Come On - Saturday Club / 1963,spotify:track:3DOHaAnbepGzj86MePrU6Z,0.0156,0.40299999999999997,0.643,1.24e-05,0.266,-10.392999999999999,0.0424,170.037,0.847,28.0,The Rolling Stones
On Air (Deluxe),3RFJ43T0gDkeryjBNaLj23,It's All Over Now - The Joe Loss Pop Show / 1964,spotify:track:3RFJ43T0gDkeryjBNaLj23,0.163,0.179,0.794,0.016,0.366,-8.237,0.0428,200.62400000000002,0.455,22.0,The Rolling Stones
On Air (Deluxe),7hQ3gIPprZp08ygVc279Qj,Route 66 - Blues In Rhythm / 1964,spotify:track:7hQ3gIPprZp08ygVc279Qj,0.192,0.5720000000000001,0.653,0.00121,0.47700000000000004,-11.11,0.0672,157.356,0.912,31.0,The Rolling Stones
On Air (Deluxe),1rTHO0kSwk7biktDGCLUJq,The Last Time - Top Gear / 1965,spotify:track:1rTHO0kSwk7biktDGCLUJq,0.0473,0.371,0.797,0.071,0.349,-8.968,0.0544,181.455,0.7559999999999999,23.0,The Rolling Stones
On Air (Deluxe),4Pv8b114sGZcwpGNblFCls,If You Need Me - The Joe Loss Pop Show / 1964,spotify:track:4Pv8b114sGZcwpGNblFCls,0.0278,0.18100000000000002,0.705,3.0299999999999998e-05,0.289,-7.225,0.0366,201.878,0.635,19.0,The Rolling Stones
On Air (Deluxe),3YXP5xEzFqWooPLEdfBZr6,Little By Little - The Joe Loss Pop Show / 1964,spotify:track:3YXP5xEzFqWooPLEdfBZr6,0.11599999999999999,0.314,0.7829999999999999,0.0254,0.5589999999999999,-7.59,0.0428,175.967,0.838,17.0,The Rolling Stones
Blue & Lonesome,1ngG1sLe4vloTtxoP92eW4,Everybody Knows About My Good Thing,spotify:track:1ngG1sLe4vloTtxoP92eW4,0.248,0.28,0.84,0.228,0.366,-3.497,0.0728,199.771,0.47600000000000003,35.0,The Rolling Stones
Havana Moon (Live),7Im4IUlD1OBIvrzQLm1XXt,Angie - Live,spotify:track:7Im4IUlD1OBIvrzQLm1XXt,0.23800000000000002,0.318,0.69,0.000154,0.735,-6.2170000000000005,0.0305,157.003,0.41700000000000004,29.0,The Rolling Stones
¡MÉXICO Por Siempre!,3Evfk0c7TBJY8TSDORcj24,Qué bonita es mi tierra,spotify:track:3Evfk0c7TBJY8TSDORcj24,0.21600000000000005,0.25,0.597,0.0,0.25,-4.081,0.0362,163.595,0.534,48.0,Luis Miguel
¡MÉXICO Por Siempre!,3MMCBN8S3HRrDkJ1flKQQ8,Los días felices,spotify:track:3MMCBN8S3HRrDkJ1flKQQ8,0.0927,0.22399999999999998,0.608,0.0,0.24600000000000002,-4.383,0.0303,165.235,0.126,47.0,Luis Miguel
Mexico en la Piel (edicion diamante),4yEJ1SNpgfK5GPx3Y0YhIU,Motivos,spotify:track:4yEJ1SNpgfK5GPx3Y0YhIU,0.703,0.23399999999999999,0.409,0.0,0.355,-7.478,0.0301,177.68200000000004,0.32899999999999996,62.0,Luis Miguel
Latin Classics,3SGHTY8VNiDJgk6jgWSnoX,Hablame (Chiamami),spotify:track:3SGHTY8VNiDJgk6jgWSnoX,0.504,0.253,0.6659999999999999,0.0,0.16,-6.2570000000000014,0.0428,201.247,0.205,23.0,Luis Miguel
Vivo,1jxO9AwMqYynDsuMWKrPvi,La bikina - En vivo,spotify:track:1jxO9AwMqYynDsuMWKrPvi,0.161,0.389,0.71,0.0,0.9179999999999999,-6.265,0.0351,160.39700000000005,0.6659999999999999,69.0,Luis Miguel
Romances,6BTte0lvV5phb00xaxseC4,El Reloj,spotify:track:6BTte0lvV5phb00xaxseC4,0.301,0.387,0.5489999999999999,0.0,0.35200000000000004,-7.74,0.0306,179.74099999999999,0.667,57.0,Luis Miguel
