album,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
Bobby Tarantino,0cdXG7PwSUOv19gF6dMv5n,illuminatro,spotify:track:0cdXG7PwSUOv19gF6dMv5n,0.522,0.41600000000000004,0.263,0.7390000000000001,0.38799999999999996,-17.614,0.228,82.09899999999998,0.152,43.0,Logic
Bobby Tarantino,7mfLCMIvu0cZVNpvdXEVT5,Studio Ambience At Night: Malibu,spotify:track:7mfLCMIvu0cZVNpvdXEVT5,0.5539999999999999,0.319,0.782,0.0,0.82,-8.82,0.503,79.807,0.4970000000000001,39.0,Logic
The Incredible True Story,0aAk9KMmPChiS2EG9Fg7IX,Never Been,spotify:track:0aAk9KMmPChiS2EG9Fg7IX,0.11,0.664,0.795,4.53e-06,0.575,-6.0829999999999975,0.0448,101.079,0.64,53.0,Logic
The Incredible True Story,5FhaG2uuOPmPcGXO9aniCH,The Incredible True Story,spotify:track:5FhaG2uuOPmPcGXO9aniCH,0.0607,0.418,0.7709999999999999,0.00604,0.449,-7.188,0.0738,97.3,0.405,49.0,Logic
Under Pressure (Deluxe),4nkRk3BRQaW941xxtZVBew,Intro,spotify:track:4nkRk3BRQaW941xxtZVBew,0.603,0.511,0.413,0.0,0.21899999999999997,-10.839,0.0725,80.595,0.736,49.0,Logic
MMXX,6R72ZKVr6JP9f7DHsWMcVb,MMXX – VIII,spotify:track:6R72ZKVr6JP9f7DHsWMcVb,0.4,0.0,0.405,0.736,0.51,-11.538,0.0,0.0,0.0,24.0,Diplo
MMXX,0mQlMmHEHkvzGvSJ4JhYCm,MMXX – IX,spotify:track:0mQlMmHEHkvzGvSJ4JhYCm,0.924,0.0858,0.3,0.8909999999999999,0.293,-12.940999999999999,0.0346,85.396,0.0342,20.0,Diplo
Peace Is The Mission (Extended),3Vv6L434w4rmsaZ6PGfC0E,Be Together,spotify:track:3Vv6L434w4rmsaZ6PGfC0E,0.0014199999999999998,0.4970000000000001,0.627,0.0,0.619,-6.141,0.0319,79.93,0.193,53.0,Diplo
Live In Tokyo,3HIN2WMbQf8Hcd8uWnch9O,Thriller - Live In Tokyo / 2013,spotify:track:3HIN2WMbQf8Hcd8uWnch9O,0.00035099999999999997,0.349,0.684,9.98e-05,0.375,-13.542,0.0501,92.552,0.182,2.0,Fall Out Boy
Save Rock And Roll (Commentary),4Dp0H6tNuymmBNCVfFg0IJ,The Phoenix - Commentary,spotify:track:4Dp0H6tNuymmBNCVfFg0IJ,0.65,0.757,0.27899999999999997,0.0,0.256,-18.433,0.327,47.262,0.605,19.0,Fall Out Boy
Save Rock And Roll (Commentary),0lpGgWNB8la669nENipFZU,Alone Together - Commentary,spotify:track:0lpGgWNB8la669nENipFZU,0.765,0.6629999999999999,0.332,0.0,0.24600000000000002,-15.087,0.451,97.001,0.62,17.0,Fall Out Boy
Save Rock And Roll (Commentary),0BozrTkc5NMxWlnYoMNQLv,Just One Yesterday - Commentary,spotify:track:0BozrTkc5NMxWlnYoMNQLv,0.818,0.755,0.23,0.0,0.444,-18.644000000000002,0.10099999999999999,103.287,0.682,16.0,Fall Out Boy
Save Rock And Roll (Commentary),0XxjmvqNRuUon0JkFFX8pw,The Mighty Fall - Commentary,spotify:track:0XxjmvqNRuUon0JkFFX8pw,0.585,0.748,0.354,0.0,0.253,-15.815999999999999,0.461,61.971000000000004,0.599,16.0,Fall Out Boy
Save Rock And Roll (Commentary),2G11MU4SMMHlA8rme5N7kd,Young Volcanoes - Commentary,spotify:track:2G11MU4SMMHlA8rme5N7kd,0.757,0.716,0.302,0.0,0.195,-14.762,0.47700000000000004,72.607,0.732,15.0,Fall Out Boy
Save Rock And Roll (Commentary),2ShOsgN7WwrUtEL7UmwqwS,Save Rock And Roll - Commentary,spotify:track:2ShOsgN7WwrUtEL7UmwqwS,0.408,0.716,0.27699999999999997,0.0,0.318,-18.634,0.4370000000000001,74.855,0.44,15.0,Fall Out Boy
The Off-Season,2cnKST6T9qUo2i907lm8zX,a m a r i,spotify:track:2cnKST6T9qUo2i907lm8zX,0.127,0.725,0.713,0.0,0.617,-6.172999999999999,0.187,65.988,0.207,86.0,21 Savage
Revenge Of The Dreamers III: Director's Cut,3uyMfHonSt2qyW6pAMVVTv,"1993 (feat. J. Cole, JID, Cozz, EARTHGANG, Smino & Buddy)",spotify:track:3uyMfHonSt2qyW6pAMVVTv,0.508,0.542,0.721,0.0,0.552,-5.34,0.514,83.804,0.701,16.0,21 Savage
Revenge Of The Dreamers III,03XfngWwNfhEjrnEga73Rg,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",spotify:track:03XfngWwNfhEjrnEga73Rg,0.25,0.507,0.545,0.0,0.239,-7.209,0.43,78.461,0.392,51.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",1TpwCt5UN4x4XFA5CLNLib,Intro - Live,spotify:track:1TpwCt5UN4x4XFA5CLNLib,0.0644,0.266,0.47,0.000138,0.82,-11.847000000000001,0.0457,86.084,0.0863,37.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",4hDVp91fU023kzpG2Pa50r,January 28th - Live,spotify:track:4hDVp91fU023kzpG2Pa50r,0.055999999999999994,0.532,0.7809999999999999,0.0,0.7040000000000001,-7.355,0.35100000000000003,86.585,0.20600000000000002,38.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",0blFG9HMuSPedfdyFnN7m9,St. Tropez - Live,spotify:track:0blFG9HMuSPedfdyFnN7m9,0.069,0.529,0.44299999999999995,1.85e-05,0.591,-10.368,0.20600000000000002,86.93700000000004,0.0609,36.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",0Doo3FFDXdBkUPQopiZrGa,Hello - Live,spotify:track:0Doo3FFDXdBkUPQopiZrGa,0.147,0.419,0.45899999999999996,0.00121,0.8220000000000001,-11.659,0.10099999999999999,81.891,0.174,37.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",6EaJ6rsAqrcfsEhKzrtK9i,Love Yourz - Live,spotify:track:6EaJ6rsAqrcfsEhKzrtK9i,0.455,0.555,0.5770000000000001,0.0,0.924,-9.64,0.6890000000000001,86.338,0.182,40.0,21 Savage
The Blow Up,1SDxrYOlJcjDlGhVgG8Wj5,Higher,spotify:track:1SDxrYOlJcjDlGhVgG8Wj5,0.27399999999999997,0.8240000000000001,0.664,0.0,0.5770000000000001,-7.642,0.301,88.022,0.664,38.0,21 Savage
Born Sinner (Deluxe Version),5gFoAVTN9YlM9uJCrFZtgl,Crooked Smile (feat. TLC),spotify:track:5gFoAVTN9YlM9uJCrFZtgl,0.435,0.606,0.784,0.0,0.6890000000000001,-6.2929999999999975,0.268,80.985,0.48,70.0,21 Savage
The Come Up,1RDfoUKLf4JE2SAyngMn9n,The Come Up,spotify:track:1RDfoUKLf4JE2SAyngMn9n,0.361,0.518,0.68,0.0,0.73,-12.09,0.429,62.919,0.63,29.0,21 Savage
The Come Up,1FTT5rBVSR69Bi1nbkYOH3,Homecoming,spotify:track:1FTT5rBVSR69Bi1nbkYOH3,0.547,0.5589999999999999,0.49,0.0,0.32,-11.899000000000001,0.165,86.07600000000002,0.7559999999999999,29.0,21 Savage
The Come Up,7jKNXf01cKMs9ChaTVArwQ,Can't Cry,spotify:track:7jKNXf01cKMs9ChaTVArwQ,0.156,0.48100000000000004,0.601,0.0,0.28,-11.597999999999999,0.392,73.447,0.37,35.0,21 Savage
The Come Up,4Ou7OfkFRlR4HJ6NCG0mpL,I Do My Thing,spotify:track:4Ou7OfkFRlR4HJ6NCG0mpL,0.5820000000000001,0.583,0.466,0.0,0.2,-13.989,0.439,70.03,0.7120000000000001,30.0,21 Savage
Legendary,1msycdMqTjoKvrP3WiHMCQ,On Me (feat. Lil Wayne),spotify:track:1msycdMqTjoKvrP3WiHMCQ,0.29,0.669,0.753,0.0,0.628,-4.053999999999999,0.341,95.95299999999999,0.39799999999999996,46.0,Tyga
Legendary,4gi937XgdjaiTfH902EhqD,Maykherkhum,spotify:track:4gi937XgdjaiTfH902EhqD,0.00301,0.871,0.52,0.0,0.653,-4.686,0.373,79.001,0.715,40.0,Tyga
Fuk Wat They Talkin Bout,2g2ct2MaeArV7V2MMmHUWb,Interlude: Broke&Bitter.com,spotify:track:2g2ct2MaeArV7V2MMmHUWb,0.7140000000000001,0.626,0.711,0.0,0.929,-3.889,0.436,103.86399999999999,0.787,18.0,Tyga
The Gold Album: 18th Dynasty,3FBL4KydcbDBuRwv5l5WSL,Spitfire,spotify:track:3FBL4KydcbDBuRwv5l5WSL,0.431,0.664,0.71,0.0,0.624,-4.67,0.302,80.99,0.273,30.0,Tyga
#BitchImTheShit,2UIrmdNNlGHeprK9Mr5Cxa,F*ck With You,spotify:track:2UIrmdNNlGHeprK9Mr5Cxa,0.302,0.6579999999999999,0.431,0.000566,0.3720000000000001,-4.8180000000000005,0.0556,79.009,0.382,36.0,Tyga
Black Thoughts,2oRCYvRFrcokc69gO2JqYZ,Tyga Tyga,spotify:track:2oRCYvRFrcokc69gO2JqYZ,0.0287,0.515,0.8170000000000001,0.0,0.58,-5.706,0.247,66.152,0.642,31.0,Tyga
Black Thoughts,07HRhmPYo2Jpg85JZWneG5,Kill Tonight,spotify:track:07HRhmPYo2Jpg85JZWneG5,0.0213,0.5329999999999999,0.708,0.0,0.643,-6.99,0.268,86.37899999999998,0.583,15.0,Tyga
Black Thoughts,2sczqfgOw0ySCVFIKEOmip,Better Days (feat. Gudda Gudda),spotify:track:2sczqfgOw0ySCVFIKEOmip,0.0979,0.515,0.726,0.0,0.5429999999999999,-8.484,0.369,79.325,0.578,15.0,Tyga
Different World,0nrWZWkJM62ftQJSI8fDc0,Diamond Heart,spotify:track:0nrWZWkJM62ftQJSI8fDc0,0.12300000000000001,0.478,0.633,0.0,0.41,-6.19,0.0345,89.90899999999998,0.287,65.0,Alan Walker
Spotify Sessions,3wMtW7OyslemHe5Ft5sNyA,Thrift Shop - Live From Spotify NYC feat. Wanz,spotify:track:3wMtW7OyslemHe5Ft5sNyA,0.0768,0.7170000000000001,0.65,0.0,0.9440000000000001,-8.302999999999999,0.337,94.979,0.5920000000000001,30.0,Macklemore
Paradise Valley,4Fz1WWr5o0OrlIcZxcyZtK,On The Way Home,spotify:track:4Fz1WWr5o0OrlIcZxcyZtK,0.618,0.0,0.0721,0.6940000000000001,0.0,-22.48,0.0,0.0,0.0,48.0,John Mayer
Born and Raised,6Oi3mUl8WwfTVRqEwByZ7R,If I Ever Get Around To Living,spotify:track:6Oi3mUl8WwfTVRqEwByZ7R,0.532,0.5589999999999999,0.46799999999999997,0.129,0.257,-12.738,0.0284,80.014,0.316,48.0,John Mayer
Battle Studies,0HLWvLKQWpFdPhgk6ym58n,Who Says,spotify:track:0HLWvLKQWpFdPhgk6ym58n,0.267,0.584,0.509,0.00252,0.36,-13.109000000000002,0.0287,90.45700000000001,0.3670000000000001,65.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,7AtsEX4pJqmAaIajlMwaPU,"Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:7AtsEX4pJqmAaIajlMwaPU,0.48,0.435,0.5479999999999999,0.000103,0.9490000000000001,-12.525,0.0786,83.62200000000001,0.4970000000000001,55.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,0HHdujGjOZChTrl8lJWEIq,"Stop This Train - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:0HHdujGjOZChTrl8lJWEIq,0.598,0.426,0.43799999999999994,0.000181,0.826,-14.67,0.0326,91.882,0.363,53.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,0EUSbTvyZfo9QOcxunL9Ro,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:0EUSbTvyZfo9QOcxunL9Ro,0.7140000000000001,0.3720000000000001,0.442,8.68e-05,0.966,-11.488,0.0289,92.72,0.297,58.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,6yxobkt0REH26qbM4n9eDC,"Everyday I Have The Blues - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:6yxobkt0REH26qbM4n9eDC,0.00412,0.35600000000000004,0.607,0.00379,0.934,-8.283999999999999,0.0438,98.272,0.456,48.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,2pNllR1aL6MFh1npf0376T,"Vultures - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:2pNllR1aL6MFh1npf0376T,0.35700000000000004,0.745,0.609,0.00734,0.958,-10.14,0.0331,99.939,0.609,50.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,72UCrt0G2z6QQkvzEw9dGQ,"Bold as Love - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:72UCrt0G2z6QQkvzEw9dGQ,0.05,0.385,0.596,0.000675,0.966,-9.027000000000001,0.0818,104.537,0.33899999999999997,47.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,2Rvhjn78vg0rnuBHCdtz9P,"Why Georgia - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:2Rvhjn78vg0rnuBHCdtz9P,0.0217,0.42100000000000004,0.759,0.0,0.9590000000000001,-6.739,0.034,99.429,0.418,49.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,79H87DHga7uOxkvFRGa4a8,"I Don't Trust Myself (With Loving You) - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:79H87DHga7uOxkvFRGa4a8,0.441,0.605,0.48700000000000004,0.00591,0.9420000000000001,-8.266,0.0347,83.945,0.462,49.0,John Mayer
As/Is - Live,1KQ6mxVLMaJDtf36A1XRMd,"My Stupid Mouth - Live at Tweeter Center, Philadelphia, Pennsylvania, August 2004",spotify:track:1KQ6mxVLMaJDtf36A1XRMd,0.11,0.41,0.735,0.0,0.9329999999999999,-6.912999999999999,0.0356,90.758,0.467,28.0,John Mayer
As/Is - Live,6K0kZE3kdIJh1NeLdx2f0R,"Your Body Is a Wonderland - Live at Cynthia Woods Mitchell Pavilion, Woodlands, Texas, July 24, 2004",spotify:track:6K0kZE3kdIJh1NeLdx2f0R,0.0339,0.59,0.732,8.43e-05,0.47700000000000004,-6.6339999999999995,0.0287,95.031,0.591,29.0,John Mayer
As/Is - Live,3i5tXM8BXtTiBDxAAy3MGc,"3x5 - Live at Blossom Music Center, Cleveland, Ohio, August 3, 2004",spotify:track:3i5tXM8BXtTiBDxAAy3MGc,0.23399999999999999,0.314,0.674,0.000446,0.373,-7.308,0.0411,99.749,0.377,27.0,John Mayer
As/Is - Live,2atxvRnv9niP7JETxBcF4h,"Neon - Live at Cynthia Woods Mitchell Pavilion, Woodlands, Texas, July 24, 2004",spotify:track:2atxvRnv9niP7JETxBcF4h,0.5,0.431,0.7290000000000001,0.000176,0.743,-10.192,0.0701,110.464,0.5770000000000001,27.0,John Mayer
"As/Is: Live In Cleveland/Cincinnati, OH - 8/03-8/04/04",4JWxwiTAQWmydYqQMVZNmq,"My Stupid Mouth - Live in Ohio, August 2004",spotify:track:4JWxwiTAQWmydYqQMVZNmq,0.12300000000000001,0.4320000000000001,0.746,0.0,0.875,-6.85,0.0349,90.306,0.434,23.0,John Mayer
"As/Is: Live In Philadelphia, PA/Hartford, CT - 8/14-8/15/04",32vVjPXwoTBctUcEIQmU1t,"Your Body Is a Wonderland - Live in Philadelphia, PA & Hartford, CT, August 2004",spotify:track:32vVjPXwoTBctUcEIQmU1t,0.0537,0.534,0.7240000000000001,1.06e-05,0.941,-8.079,0.031,95.11,0.618,26.0,John Mayer
"As/Is: Live In Houston, TX - 7/24/04",7ntKde0RDt5FzvxjIMNptD,"Clarity - Live at Cynthia Woods Mitchell Pavilion, Woodlands, Texas, July 24, 2004",spotify:track:7ntKde0RDt5FzvxjIMNptD,0.0219,0.556,0.728,0.00224,0.767,-8.6,0.0321,94.831,0.38,23.0,John Mayer
"As/Is: Live In Mountain View, CA - 7/16/04",2lSA0yHBl9SWojDOi63xeq,"Why Georgia - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:2lSA0yHBl9SWojDOi63xeq,0.0133,0.424,0.6829999999999999,0.00011399999999999999,0.897,-9.779,0.0332,98.698,0.45,25.0,John Mayer
"As/Is: Live In Mountain View, CA - 7/16/04",18V8P4GpfI8oo7ZklTybgk,"Tracing - Acoustic - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:18V8P4GpfI8oo7ZklTybgk,0.742,0.314,0.342,0.0,0.752,-14.439,0.0326,91.76799999999999,0.434,27.0,John Mayer
Any Given Thursday,0UVXkzxIKO5e4VXXM4ErjJ,"3x5 - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0UVXkzxIKO5e4VXXM4ErjJ,0.14800000000000002,0.26899999999999996,0.7340000000000001,0.00336,0.9259999999999999,-9.558,0.0365,99.26799999999999,0.359,31.0,John Mayer
Any Given Thursday,0QWK9SwHslfeSrDSJXMI4M,"Something's Missing - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0QWK9SwHslfeSrDSJXMI4M,0.0708,0.49,0.765,0.00324,0.708,-7.54,0.0382,76.558,0.493,31.0,John Mayer
Any Given Thursday,3URla9tUUZvizosMCHB0OV,"Why Georgia - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3URla9tUUZvizosMCHB0OV,0.0245,0.376,0.7170000000000001,0.00021099999999999998,0.848,-8.642999999999999,0.0383,98.337,0.579,32.0,John Mayer
Any Given Thursday,0mPdhLVNOYqP9zwvb7uUIi,"Your Body Is a Wonderland - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0mPdhLVNOYqP9zwvb7uUIi,0.0399,0.56,0.7829999999999999,0.0612,0.84,-7.511,0.0374,97.928,0.782,33.0,John Mayer
Any Given Thursday,2Jqrf5JyW53Xnmk1QIvxYv,"Neon - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2Jqrf5JyW53Xnmk1QIvxYv,0.0411,0.48700000000000004,0.7959999999999999,0.45299999999999996,0.508,-9.273,0.042,107.416,0.726,30.0,John Mayer
Icarus Falls,0wfpSAloBATpRUtSxL1fXw,Rainberry,spotify:track:0wfpSAloBATpRUtSxL1fXw,0.594,0.639,0.402,0.0,0.382,-8.734,0.158,91.96600000000001,0.7659999999999999,58.0,ZAYN
S&M2,4qAakbD2wRBjnKxlU8EywU,The Ecstasy Of Gold - Live,spotify:track:4qAakbD2wRBjnKxlU8EywU,0.0741,0.11,0.616,0.303,0.975,-11.209000000000001,0.0837,68.482,0.124,51.0,Metallica
S&M2,5OxoeZOWZTMj06cPftX1Iz,The Memory Remains - Live,spotify:track:5OxoeZOWZTMj06cPftX1Iz,0.00225,0.17600000000000002,0.831,0.00234,0.903,-9.025,0.0638,81.541,0.11,45.0,Metallica
S&M2,3LGrbnTyEszZ8JlWLFnznz,Intro To The Iron Foundry - Live,spotify:track:3LGrbnTyEszZ8JlWLFnznz,0.633,0.674,0.374,0.0,0.895,-17.452,0.8540000000000001,82.178,0.759,35.0,Metallica
S&M2,57ou3Gno3QiWTuyOqMC0aS,(Anesthesia) - Pulling Teeth - Live,spotify:track:57ou3Gno3QiWTuyOqMC0aS,0.226,0.19699999999999998,0.545,0.726,0.757,-12.235999999999999,0.0794,104.678,0.24600000000000002,39.0,Metallica
S&M2,4nvFgshg9sO9YVnlKgQysN,Nothing Else Matters - Live,spotify:track:4nvFgshg9sO9YVnlKgQysN,0.0123,0.27399999999999997,0.648,0.0015199999999999999,0.977,-8.703,0.0349,75.465,0.0907,44.0,Metallica
S&M2,0L5ZW54haCFM84is0UhLjj,The Ecstasy of Gold (Live),spotify:track:0L5ZW54haCFM84is0UhLjj,0.0741,0.11199999999999999,0.616,0.303,0.975,-11.209000000000001,0.0837,68.48100000000001,0.124,49.0,Metallica
S&M2,6HniW4lKCUneQnNOFm6Fdw,The Memory Remains (Live),spotify:track:6HniW4lKCUneQnNOFm6Fdw,0.00225,0.17600000000000002,0.831,0.00234,0.903,-9.025,0.0638,81.541,0.11,36.0,Metallica
S&M2,76SKw0cvdN2x1o0Eq3BRcu,Intro to The Iron Foundry (Live),spotify:track:76SKw0cvdN2x1o0Eq3BRcu,0.633,0.674,0.374,0.0,0.895,-17.452,0.8540000000000001,82.178,0.759,27.0,Metallica
S&M2,6quzKzsLpJPFx5gnM8G1f8,(Anesthesia) - Pulling Teeth (Live),spotify:track:6quzKzsLpJPFx5gnM8G1f8,0.226,0.19699999999999998,0.545,0.726,0.757,-12.235999999999999,0.0794,104.678,0.24600000000000002,31.0,Metallica
S&M2,2RvIBAp36T0LLGF59mhZdv,Nothing Else Matters (Live),spotify:track:2RvIBAp36T0LLGF59mhZdv,0.0123,0.27399999999999997,0.648,0.0015199999999999999,0.977,-8.703,0.0349,75.465,0.0907,34.0,Metallica
Live In Chile (1993 – 2017),5ZmVGZ39gEMrNriWkVPu5L,"Sad But True - Live In Santiago, Chile - May 4th, 1993",spotify:track:5ZmVGZ39gEMrNriWkVPu5L,0.000627,0.442,0.784,0.00785,0.4970000000000001,-7.202999999999999,0.0488,89.59299999999998,0.335,14.0,Metallica
Helping Hands…Live & Acoustic At The Masonic,7DgWnccOmJEfXpu4wEfBQG,"When A Blind Man Cries - Live At The Masonic, San Francisco, CA - November 3rd, 2018",spotify:track:7DgWnccOmJEfXpu4wEfBQG,0.0138,0.359,0.6409999999999999,0.0,0.474,-8.051,0.0483,76.737,0.32799999999999996,35.0,Metallica
Helping Hands…Live & Acoustic At The Masonic,1iUz7E7KEGvrZ7mhtL3074,"The Unforgiven - Live At The Masonic, San Francisco, CA - November 3rd, 2018",spotify:track:1iUz7E7KEGvrZ7mhtL3074,0.0509,0.258,0.841,0.0006219999999999999,0.266,-7.6960000000000015,0.15,67.592,0.319,38.0,Metallica
Helping Hands…Live & Acoustic At The Masonic,1SVdXyFLE2TCYEPv9zqep7,"Turn The Page - Live At The Masonic, San Francisco, CA - November 3rd, 2018",spotify:track:1SVdXyFLE2TCYEPv9zqep7,0.0296,0.3670000000000001,0.654,1.59e-05,0.35200000000000004,-8.88,0.0687,78.54,0.292,36.0,Metallica
Helping Hands…Live & Acoustic At The Masonic,7Lq6wrFU9TAI2h3gToWJaQ,"Veteran of the Psychic Wars - Live At The Masonic, San Francisco, CA - November 3rd, 2018",spotify:track:7Lq6wrFU9TAI2h3gToWJaQ,0.0307,0.536,0.728,0.00168,0.465,-8.165,0.0741,99.48,0.531,31.0,Metallica
Helping Hands...Live & Acoustic at The Masonic,2NekeB2yqC2ZibAYNdncbz,"When A Blind Man Cries (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",spotify:track:2NekeB2yqC2ZibAYNdncbz,0.0128,0.401,0.6409999999999999,0.0,0.45799999999999996,-8.174,0.0459,77.762,0.27899999999999997,25.0,Metallica
Helping Hands...Live & Acoustic at The Masonic,6obwpZZlFVablrXylXiZ8O,"The Unforgiven (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",spotify:track:6obwpZZlFVablrXylXiZ8O,0.0531,0.273,0.8440000000000001,0.00041500000000000017,0.385,-7.814,0.12,79.203,0.295,26.0,Metallica
Helping Hands...Live & Acoustic at The Masonic,6fItNaeAd5FAF6kvdA9oQd,"Turn the Page (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",spotify:track:6fItNaeAd5FAF6kvdA9oQd,0.027999999999999997,0.38799999999999996,0.644,1.2e-05,0.33299999999999996,-8.978,0.0654,79.721,0.29,26.0,Metallica
