album,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
Everybody,732btJLGu7gYNHHNdzshrG,Ink Blot,spotify:track:732btJLGu7gYNHHNdzshrG,0.036000000000000004,0.748,0.691,6.29e-06,0.614,-6.522,0.08199999999999999,144.072,0.35600000000000004,46.0,Logic
Everybody,4GP2Idcs08NqAjfEV0rsl6,Waiting Room,spotify:track:4GP2Idcs08NqAjfEV0rsl6,0.7559999999999999,0.6920000000000001,0.22899999999999998,0.0,0.159,-17.691,0.8740000000000001,136.512,0.657,41.0,Logic
Bobby Tarantino,1AdD7pFBsQICMHiQTz9uwV,A Word From Our Sponsor,spotify:track:1AdD7pFBsQICMHiQTz9uwV,0.8240000000000001,0.7070000000000001,0.4970000000000001,0.0,0.626,-9.613,0.755,127.971,0.774,39.0,Logic
MMXX,3Zk6kNNn7GCOVYavP6QWdU,MMXX – II,spotify:track:3Zk6kNNn7GCOVYavP6QWdU,0.716,0.489,0.5,0.895,0.615,-14.727,0.0353,108.00200000000001,0.0286,23.0,Diplo
"LABRINTH, SIA & DIPLO PRESENT... LSD",2mMQFumTaHcwMZsiNE57Um,"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",spotify:track:2mMQFumTaHcwMZsiNE57Um,0.0799,0.499,0.324,0.0,0.35200000000000004,-7.944,0.0641,119.266,0.397,49.0,Diplo
Live In Tokyo,30ZZfEiIkoMzVq79Z1JHZM,"Dance, Dance - Live In Tokyo / 2013",spotify:track:30ZZfEiIkoMzVq79Z1JHZM,2.71e-05,0.531,0.7909999999999999,9e-06,0.8640000000000001,-12.390999999999998,0.0949,114.551,0.11800000000000001,2.0,Fall Out Boy
Save Rock And Roll (Commentary),1hm9XkSg41mkHRwXqQkPT5,Rat A Tat - Commentary,spotify:track:1hm9XkSg41mkHRwXqQkPT5,0.5429999999999999,0.76,0.316,0.0,0.22399999999999998,-19.04,0.22,109.509,0.54,15.0,Fall Out Boy
**** Live In Phoenix,4io27hPj3XwN0GAI2d7YlN,Golden - Live At The Cricket Pavillion /2007,spotify:track:4io27hPj3XwN0GAI2d7YlN,0.5710000000000001,0.385,0.39799999999999996,0.0,0.695,-8.78,0.0317,102.59299999999999,0.193,18.0,Fall Out Boy
Live In Phoenix,76HLlU4iPwsTz4hj54a7AY,Golden,spotify:track:76HLlU4iPwsTz4hj54a7AY,0.545,0.5479999999999999,0.382,0.0,0.9540000000000001,-8.829,0.0305,102.765,0.175,19.0,Fall Out Boy
Harry Styles,4u9Y4Z9i9VaAbBK7rW1Rha,Meet Me in the Hallway,spotify:track:4u9Y4Z9i9VaAbBK7rW1Rha,0.747,0.537,0.38299999999999995,0.00025,0.35600000000000004,-6.528,0.0247,104.25200000000001,0.33899999999999997,72.0,Harry Styles
Revenge Of The Dreamers III,5WkwnJgiVZ7ZG8Id7hUSbi,"Under The Sun (feat. J. Cole, Lute & DaBaby)",spotify:track:5WkwnJgiVZ7ZG8Id7hUSbi,0.573,0.63,0.621,0.0,0.667,-6.442,0.34600000000000003,138.665,0.163,34.0,21 Savage
KOD,6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,0.48200000000000004,0.8290000000000001,0.527,0.0,0.631,-6.644,0.3670000000000001,116.079,0.475,73.0,21 Savage
4 Your Eyez Only,0HtOJj7Kl74s1Ngf3MWeif,She's Mine Pt. 1,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,0.7659999999999999,0.439,0.204,0.0913,0.284,-15.165,0.0587,139.65200000000002,0.0408,65.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",5EPp5oygWvFf08qCFBAZcV,A Tale of 2 Citiez - Live,spotify:track:5EPp5oygWvFf08qCFBAZcV,0.179,0.664,0.662,0.0,0.754,-8.206,0.3670000000000001,98.26799999999999,0.185,40.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",5eosij7UzMFxOiR5NbWUYv,"Intermission (includes ""Lights Please,"" ""In the Morning"" and ""Nobody's Perfect"") (feat. Missy Elliott) - Live",spotify:track:5eosij7UzMFxOiR5NbWUYv,0.107,0.545,0.7020000000000001,0.0,0.927,-8.975,0.48100000000000004,115.555,0.174,37.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",1O02UzJKK7njDp3lQqLhUm,G.O.M.D. - Live,spotify:track:1O02UzJKK7njDp3lQqLhUm,0.0507,0.7040000000000001,0.762,0.0,0.893,-8.582,0.305,132.205,0.23399999999999999,39.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",0SFZAQnxM6KBBNi8Y7YflZ,No Role Modelz - Live,spotify:track:0SFZAQnxM6KBBNi8Y7YflZ,0.0847,0.63,0.695,1.15e-06,0.77,-7.666,0.318,102.647,0.163,43.0,21 Savage
"Forest Hills Drive: Live from Fayetteville, NC",00X0ABCr4AZpT5GDfwjdcg,Apparently - Live,spotify:track:00X0ABCr4AZpT5GDfwjdcg,0.20199999999999999,0.619,0.738,2.84e-06,0.513,-7.559,0.218,139.639,0.354,38.0,21 Savage
Born Sinner (Deluxe Version),2msLj7Kp7pXpA2fIWtpvFN,Where's Jermaine? - Skit,spotify:track:2msLj7Kp7pXpA2fIWtpvFN,0.893,0.423,0.24100000000000002,0.0,0.33899999999999997,-12.823,0.0646,140.4,0.787,46.0,21 Savage
Cole World: The Sideline Story,3mTpegrOwRn0oJjv4TSbEE,Can't Get Enough,spotify:track:3mTpegrOwRn0oJjv4TSbEE,0.139,0.768,0.62,0.0,0.521,-7.399,0.0658,132.035,0.589,68.0,21 Savage
The Come Up,4La2dmMCY8EuLJtiHLGovH,Plain,spotify:track:4La2dmMCY8EuLJtiHLGovH,0.983,0.696,0.0532,0.0,0.701,-20.754,0.752,135.975,0.575,27.0,21 Savage
Bitch I'm the Shit 2,7ihl24BNTFxgJuyN1hpPA2,ドゥカティ,spotify:track:7ihl24BNTFxgJuyN1hpPA2,0.639,0.478,0.768,0.0419,0.732,-12.445,0.5379999999999999,131.08100000000002,0.0,0.0,Tyga
Bitch I'm the Shit 2,0tEcSP5F6BP04gleb2hRnj,Feel Me (feat. Kanye West),spotify:track:0tEcSP5F6BP04gleb2hRnj,0.00358,0.526,0.591,0.0,0.905,-6.3260000000000005,0.124,141.697,0.157,36.0,Tyga
Bitch I'm the Shit 2,13uPra9RpWavO4eXtTHi7C,Chandeliers,spotify:track:13uPra9RpWavO4eXtTHi7C,0.042,0.728,0.5870000000000001,0.0,0.5670000000000001,-7.212999999999999,0.408,135.159,0.551,24.0,Tyga
Black Thoughts,1B4l6KKT16fZdiskTQR60X,Heaven or Hell,spotify:track:1B4l6KKT16fZdiskTQR60X,0.006220000000000001,0.644,0.789,6.39e-06,0.642,-7.357,0.4,139.839,0.09,16.0,Tyga
Black Thoughts Vol. 2,1934vl5UGjoxRMZfEMOTiy,Hypnotized,spotify:track:1934vl5UGjoxRMZfEMOTiy,0.0682,0.6829999999999999,0.653,0.0,0.684,-5.755,0.29,149.852,0.545,18.0,Tyga
Well Done 3,0H77r1LiC7EzWln0kBUd0F,I Remember,spotify:track:0H77r1LiC7EzWln0kBUd0F,0.282,0.4,0.675,0.0,0.469,-4.934,0.213,137.884,0.0663,16.0,Tyga
Well Done 4,1WnRXYbD6ODvVfU7zlhiLB,When To Stop (feat. Chris Brown),spotify:track:1WnRXYbD6ODvVfU7zlhiLB,0.7979999999999999,0.47700000000000004,0.737,0.0,0.6659999999999999,-7.682,0.243,139.48,0.797,23.0,Tyga
Well Done 4,0wdsJBrIQfwphijmy9xW0D,The Letter (feat. Esty),spotify:track:0wdsJBrIQfwphijmy9xW0D,0.546,0.563,0.588,0.0,0.496,-6.485,0.0766,107.978,0.355,23.0,Tyga
MigoThuggin,3XsOaaflhc5UEtdVU3a2nt,SRS,spotify:track:3XsOaaflhc5UEtdVU3a2nt,0.151,0.758,0.527,0.0,0.675,-8.863999999999997,0.155,107.92399999999999,0.29,27.0,Migos
Currency,0sxCwdQNwuthH46geMLY4J,She Ain't,spotify:track:0sxCwdQNwuthH46geMLY4J,0.0711,0.601,0.423,0.0,0.386,-9.679,0.223,150.005,0.187,16.0,Migos
The Green Album,6LPSlCLBorgkABhwR1kw46,Take My Soul,spotify:track:6LPSlCLBorgkABhwR1kw46,0.133,0.754,0.769,0.0,0.584,-5.36,0.301,129.942,0.461,21.0,Migos
Rich Ni**a Timeline,2AgtAAjiqp06Uifjzp1K6t,Hit Em,spotify:track:2AgtAAjiqp06Uifjzp1K6t,0.366,0.93,0.503,0.0,0.505,-11.102,0.405,130.138,0.586,35.0,Migos
No Label,4XdZDL1IT9s6cnFCraTmIo,Goin' Through It,spotify:track:4XdZDL1IT9s6cnFCraTmIo,0.586,0.723,0.505,0.0,0.40399999999999997,-11.624,0.272,137.881,0.728,2.0,Migos
No Label,6vd1g9g6TN7zaAwwG999AR,Ion Need No Label,spotify:track:6vd1g9g6TN7zaAwwG999AR,0.222,0.6779999999999999,0.562,0.0,0.8370000000000001,-10.501,0.132,145.004,0.594,2.0,Migos
Juug Season,0NeIXNFEV0VVfTnu9UrxSQ,"Coolin' (feat. Quavo, Takeoff)",spotify:track:0NeIXNFEV0VVfTnu9UrxSQ,0.13,0.629,0.6920000000000001,0.0,0.627,-9.272,0.165,139.952,0.8320000000000001,0.0,Migos
No Label,7KZ75B8WtVJUmfcdS6OxiH,Flex,spotify:track:7KZ75B8WtVJUmfcdS6OxiH,0.00644,0.633,0.627,0.0,0.665,-7.92,0.29600000000000004,136.159,0.575,13.0,Migos
No Label,3MbB5gkGex23g2PVZj1N17,Going Thru It,spotify:track:3MbB5gkGex23g2PVZj1N17,0.586,0.723,0.505,0.0,0.40399999999999997,-11.624,0.272,137.881,0.728,13.0,Migos
No Label,6ICq4Sr7P54l1qNUxOVgaY,I Dont Need a Label,spotify:track:6ICq4Sr7P54l1qNUxOVgaY,0.222,0.6779999999999999,0.562,0.0,0.8370000000000001,-10.501,0.132,145.004,0.594,11.0,Migos
No Label,0wb27k8SSYflvtFWERx2rd,Lean Like Dis,spotify:track:0wb27k8SSYflvtFWERx2rd,0.763,0.752,0.539,0.0,0.564,-9.363,0.0556,134.091,0.747,15.0,Migos
Juug Season,7yhCi0lRz6nDy6ZSFyDaG7,Coolin,spotify:track:7yhCi0lRz6nDy6ZSFyDaG7,0.13,0.629,0.6920000000000001,0.0,0.627,-9.272,0.165,139.952,0.8320000000000001,1.0,Migos
Juug Season,3OQnlKDWtDyxuYYkygityp,Money Going In,spotify:track:3OQnlKDWtDyxuYYkygityp,0.00463,0.6509999999999999,0.51,0.0,0.823,-10.485999999999999,0.0494,140.97299999999996,0.639,1.0,Migos
Young Rich N*ggas,5S3tXGa5RlWBHF1FBiRy8J,Thank You God,spotify:track:5S3tXGa5RlWBHF1FBiRy8J,0.153,0.79,0.706,0.0,0.583,-8.73,0.218,124.956,0.792,24.0,Migos
Young Rich N*ggas,3WKtrUiJPIcsmIfSSW2fBK,Thank God (Bonus) (feat. Que),spotify:track:3WKtrUiJPIcsmIfSSW2fBK,0.17,0.777,0.706,0.0,0.5479999999999999,-8.702,0.371,125.064,0.757,20.0,Migos
Spotify Sessions,5QfBuE8VSeZHRnQta8BsqO,Intro - Live From Spotify NYC,spotify:track:5QfBuE8VSeZHRnQta8BsqO,0.608,0.611,0.4320000000000001,0.0,0.39299999999999996,-22.338,0.9079999999999999,107.12799999999999,0.353,27.0,Macklemore
Spotify Sessions,4AKZcuoEzm4vhWpKiwo8zU,Interview - Live From Spotify NYC,spotify:track:4AKZcuoEzm4vhWpKiwo8zU,0.585,0.677,0.3,0.0,0.33399999999999996,-22.034000000000002,0.929,112.97,0.74,26.0,Macklemore
Born and Raised,5RYTpsSI7op7UZznXWqhIP,Born and Raised,spotify:track:5RYTpsSI7op7UZznXWqhIP,0.355,0.6559999999999999,0.375,0.0069,0.27899999999999997,-9.205,0.0248,131.8,0.313,56.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,5bSPF76iSpI5p00BALV8uo,"Daughters - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:5bSPF76iSpI5p00BALV8uo,0.7659999999999999,0.546,0.38,0.0,0.9359999999999999,-11.008,0.0304,121.743,0.40700000000000003,52.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,1G7Gg1cH4VKBu3XaoCppzC,"Come When I Call - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:1G7Gg1cH4VKBu3XaoCppzC,0.38,0.787,0.49,0.00125,0.6970000000000001,-9.14,0.0576,112.984,0.6579999999999999,47.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,5WMKS1iDfugyLhfibIlR51,"Out of My Mind - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:5WMKS1iDfugyLhfibIlR51,0.40299999999999997,0.39399999999999996,0.386,0.0687,0.754,-10.593,0.0388,108.334,0.239,46.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,4OT8GH9u9Gx7ydJ49ULunN,"Slow Dancing in a Burning Room - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:4OT8GH9u9Gx7ydJ49ULunN,0.2,0.514,0.536,8.27e-05,0.727,-7.13,0.0287,133.861,0.45299999999999996,56.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,68KdvPllp9Pug8ZG6AByFY,"Gravity - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:68KdvPllp9Pug8ZG6AByFY,0.614,0.46,0.324,0.00897,0.7959999999999999,-9.158999999999999,0.0345,115.802,0.295,54.0,John Mayer
Where the Light Is: John Mayer Live In Los Angeles,3oGRjCpV07tCM5mrYv6iQA,"I'm Gonna Find Another You - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:3oGRjCpV07tCM5mrYv6iQA,0.725,0.391,0.456,0.0653,0.6729999999999999,-9.679,0.0425,143.64600000000004,0.36,47.0,John Mayer
As/Is - Live,1pCPho2f47NuhzD7HnRc6t,"Covered in Rain - Live at Tweeter Center, Philadelphia, Pennsylvania, August 2004",spotify:track:1pCPho2f47NuhzD7HnRc6t,0.00987,0.47100000000000003,0.589,0.413,0.93,-6.84,0.0306,137.34799999999998,0.298,33.0,John Mayer
As/Is - Live,3sCDePLRq8SLMqgJ1ZlKYN,"Split Screen Sadness - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:3sCDePLRq8SLMqgJ1ZlKYN,0.0514,0.535,0.7020000000000001,3.61e-06,0.9390000000000001,-6.565,0.0321,107.985,0.245,28.0,John Mayer
As/Is - Live,1DRvBeR62awPNhXZ71GsT3,"Come Back to Bed - Live at Cynthia Woods Mitchell Pavilion, Woodlands, Texas, July 24, 2004",spotify:track:1DRvBeR62awPNhXZ71GsT3,0.0475,0.426,0.5710000000000001,0.0366,0.867,-5.905,0.0343,115.695,0.33,29.0,John Mayer
As/Is - Live,3TZcKjWVkKqftRzGGZM4mi,"Home Life - Acoustic - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:3TZcKjWVkKqftRzGGZM4mi,0.6920000000000001,0.424,0.45,0.0,0.552,-10.078,0.0487,111.465,0.381,25.0,John Mayer
"As/Is: Live In Cleveland/Cincinnati, OH - 8/03-8/04/04",6WkH8Otrh3Rb8Eh7iqhiKx,"No Such Thing - Live in Ohio, August 2004",spotify:track:6WkH8Otrh3Rb8Eh7iqhiKx,0.0159,0.45899999999999996,0.743,0.0,0.703,-7.949,0.0301,132.291,0.426,24.0,John Mayer
"As/Is: Live In Cleveland/Cincinnati, OH - 8/03-8/04/04",1wo3sPQ60rUkV0GMJioik9,"Daughters - Live in Ohio, August 2004",spotify:track:1wo3sPQ60rUkV0GMJioik9,0.098,0.452,0.36200000000000004,0.000123,0.614,-12.993,0.0326,122.05799999999999,0.203,26.0,John Mayer
"As/Is: Live In Cleveland/Cincinnati, OH - 8/03-8/04/04",4Zh8wefA6zKT1zhRvhqUUf,"Quiet - Live in Ohio, August 2004",spotify:track:4Zh8wefA6zKT1zhRvhqUUf,0.33399999999999996,0.3720000000000001,0.21,1.1400000000000001e-05,0.8759999999999999,-10.525,0.0311,118.62,0.157,23.0,John Mayer
"As/Is: Live In Cleveland/Cincinnati, OH - 8/03-8/04/04",09HcF30iAIUsqRZj4Nq5fO,"Wheel - Live in Ohio, August 2004",spotify:track:09HcF30iAIUsqRZj4Nq5fO,0.0162,0.495,0.386,1.24e-06,0.424,-12.647,0.0288,112.34,0.42,26.0,John Mayer
"As/Is: Live In Philadelphia, PA/Hartford, CT - 8/14-8/15/04",5gK3r2HLaNDIYzpUCoaVgx,"New Deep - Live in Philadelphia, PA & Hartford, CT, August 2004",spotify:track:5gK3r2HLaNDIYzpUCoaVgx,0.10400000000000001,0.555,0.628,0.03,0.77,-7.9110000000000005,0.0288,146.371,0.847,22.0,John Mayer
"As/Is: Live In Philadelphia, PA/Hartford, CT - 8/14-8/15/04",2HqmzMSoYKIIxIo3IPDgtp,"Daughters - Live in Philadelphia, PA & Hartford, CT, August 2004",spotify:track:2HqmzMSoYKIIxIo3IPDgtp,0.764,0.451,0.25,3.26e-06,0.8270000000000001,-17.072,0.0322,120.399,0.18,23.0,John Mayer
"As/Is: Live In Philadelphia, PA/Hartford, CT - 8/14-8/15/04",6T6O0Od0HcpJOD208yD0wr,"Come Back to Bed - Live in Philadelphia, PA & Hartford, CT, August 2004",spotify:track:6T6O0Od0HcpJOD208yD0wr,0.0761,0.418,0.525,0.37799999999999995,0.892,-8.161,0.0326,117.51899999999999,0.311,23.0,John Mayer
"As/Is: Live In Philadelphia, PA/Hartford, CT - 8/14-8/15/04",0YkaQ6bErWUqCSwiMS1BBF,"Hummingbird - Live in Philadelphia, PA & Hartford, CT, August 2004",spotify:track:0YkaQ6bErWUqCSwiMS1BBF,0.6809999999999999,0.313,0.396,0.00015800000000000002,0.9890000000000001,-11.052999999999999,0.0272,153.457,0.358,27.0,John Mayer
"As/Is: Live In Houston, TX - 7/24/04",46gxdLetkPEpmdetWwEgKX,"Daughters - Live at Cynthia Woods Mitchell Pavilion, Woodlands, Texas, July 24, 2004",spotify:track:46gxdLetkPEpmdetWwEgKX,0.26899999999999996,0.524,0.402,1.89e-06,0.7140000000000001,-12.253,0.0293,126.28,0.237,21.0,John Mayer
"As/Is: Live In Mountain View, CA - 7/16/04",4zvPBP0HVsoizqNcAAqS5a,"No Such Thing - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:4zvPBP0HVsoizqNcAAqS5a,0.13,0.465,0.731,0.00036,0.909,-9.66,0.0367,131.46200000000002,0.503,23.0,John Mayer
"As/Is: Live In Mountain View, CA - 7/16/04",1qTXQwHB9eqAvAS7s194nk,"Come Back to Bed - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:1qTXQwHB9eqAvAS7s194nk,0.00591,0.46,0.48700000000000004,0.0371,0.922,-9.809,0.0304,114.95200000000001,0.348,24.0,John Mayer
"As/Is: Live In Mountain View, CA - 7/16/04",0gaGfsSi1je2SHjkr1PWkQ,"Something's Missing - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:0gaGfsSi1je2SHjkr1PWkQ,0.081,0.424,0.657,0.00343,0.963,-8.667,0.0465,149.10299999999995,0.322,24.0,John Mayer
"As/Is: Live In Mountain View, CA - 7/16/04",3itFNxYqj0ZWf8CD4NhNAh,"New Deep - Live at Shoreline Amphitheater, Mountain View, CA, July 16, 2004",spotify:track:3itFNxYqj0ZWf8CD4NhNAh,0.205,0.565,0.617,0.000152,0.8390000000000001,-9.812999999999999,0.0446,147.106,0.703,22.0,John Mayer
Heavier Things,2Jr39bnXx3WOUmdlI4S00f,Wheel,spotify:track:2Jr39bnXx3WOUmdlI4S00f,0.551,0.5820000000000001,0.395,0.00011499999999999999,0.258,-8.279,0.0274,117.178,0.226,45.0,John Mayer
Any Given Thursday,2gCr4ESYU3CrXbJ4vVRLjO,"City Love - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2gCr4ESYU3CrXbJ4vVRLjO,0.163,0.518,0.774,0.00534,0.9490000000000001,-6.632999999999999,0.0343,133.525,0.579,32.0,John Mayer
Any Given Thursday,2auWdKsT2wvdGIXjxBYvpS,"Lenny / Man On the Side - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2auWdKsT2wvdGIXjxBYvpS,0.8029999999999999,0.43799999999999994,0.315,0.00292,0.867,-11.878,0.0345,120.211,0.35200000000000004,37.0,John Mayer
Any Given Thursday,3ndvuL1lqZNTdb7yBxKQFR,"Message In a Bottle - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3ndvuL1lqZNTdb7yBxKQFR,0.24100000000000002,0.527,0.509,3.34e-06,0.573,-10.925999999999998,0.057,129.972,0.449,39.0,John Mayer
Any Given Thursday,3dC9btFVNotM5glH5pp3FG,"Love Song for No One - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3dC9btFVNotM5glH5pp3FG,0.0698,0.276,0.736,8.640000000000001e-05,0.887,-8.824,0.0334,147.28799999999995,0.509,30.0,John Mayer
Any Given Thursday,74O2ijHJxPd6FJMgL6A4aq,"Covered in Rain - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:74O2ijHJxPd6FJMgL6A4aq,0.0462,0.445,0.523,0.28,0.878,-9.854,0.0316,137.96,0.5489999999999999,42.0,John Mayer
Inside Wants Out,25ueyWzih8QBtf7EzHc3aW,Neon - EP Version,spotify:track:25ueyWzih8QBtf7EzHc3aW,0.833,0.5920000000000001,0.379,0.000225,0.369,-12.347000000000001,0.0503,109.08200000000001,0.8140000000000001,39.0,John Mayer
Mind Of Mine (Japan Version),3DlqR22Nd1VI4443Rr0IwF,PILLOWTALK - the living room session,spotify:track:3DlqR22Nd1VI4443Rr0IwF,0.871,0.581,0.243,0.0,0.231,-8.728,0.0331,118.64399999999999,0.376,5.0,ZAYN
Mind Of Mine (Deluxe Edition),2cvFLZPAQoGeQnIRPt2LHE,MiNd Of MiNdd (Intro),spotify:track:2cvFLZPAQoGeQnIRPt2LHE,0.7979999999999999,0.581,0.32,0.0105,0.20600000000000002,-8.807,0.0309,110.04,0.332,52.0,ZAYN
Clarity (Deluxe),5MrQhCbUZnAa2EIGQt5DHu,Alive,spotify:track:5MrQhCbUZnAa2EIGQt5DHu,0.00584,0.649,0.747,0.0171,0.698,-3.054,0.0489,127.961,0.0609,41.0,Zedd
OCEAN,0QHOIQxRlIPYPJ1HLgIN8S,Dices Que Te Vas,spotify:track:0QHOIQxRlIPYPJ1HLgIN8S,0.861,0.506,0.287,0.0,0.605,-10.009,0.0643,147.076,0.57,61.0,KAROL G
S&M2,5PNXZX1QUeae7WjsCfycwc,"Scythian Suite, Op. 20 II: The Enemy God And The Dance Of The Dark Spirits - Live",spotify:track:5PNXZX1QUeae7WjsCfycwc,0.376,0.4370000000000001,0.642,0.0027,0.732,-10.793,0.0864,117.35799999999999,0.16,37.0,Metallica
